frame,executed_action,move_ahead,rotate_right,rotate_left,move_back,done,sub_done,rotate_left_small,rotate_right_small
385,m,0.418,0.164,0.382,0.0,0.0,0.0,0.0,0.0
386,m,0.855,0.0,0.127,0.0,0.0,0.0,0.0,0.0
387,l,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,r,0.273,0.236,0.527,0.0,0.0,0.0,0.0,0.0
389,m,0.709,0.055,0.236,0.0,0.0,0.0,0.0,0.0
390,m,0.964,0.0,0.0,0.0,0.0,0.0,0.0,0.0
391,m,0.964,0.0,0.055,0.0,0.0,0.0,0.0,0.0
392,l,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
393,l,0.0,0.055,0.964,0.0,0.0,0.0,0.0,0.0
394,l,0.0,0.055,0.927,0.0,0.0,0.0,0.0,0.0
395,m,0.127,0.091,0.782,0.0,0.0,0.0,0.0,0.0
396,m,0.964,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
398,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399,m,0.964,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,m,0.964,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,l,0.855,0.0,0.127,0.0,0.0,0.0,0.0,0.0
402,l,0.0,0.0,0.964,0.0,0.0,0.0,0.0,0.0
403,l,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
404,l,0.0,0.0,0.964,0.0,0.0,0.0,0.0,0.0
405,l,0.309,0.127,0.564,0.0,0.0,0.0,0.0,0.0
406,l,0.0,0.0,0.964,0.0,0.0,0.0,0.0,0.0
407,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,l,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
412,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,l,0.527,0.0,0.455,0.0,0.0,0.0,0.0,0.0
418,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,r,0.164,0.855,0.0,0.0,0.0,0.0,0.0,0.0
421,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,l,0.0,0.673,0.273,0.0,0.0,0.0,0.0,0.0
425,l,0.091,0.0,0.891,0.0,0.0,0.0,0.0,0.0
426,l,0.0,0.127,0.891,0.0,0.0,0.0,0.0,0.0
427,l,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
428,l,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
429,l,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
430,l,0.236,0.0,0.782,0.0,0.0,0.0,0.0,0.0
431,l,0.164,0.127,0.709,0.0,0.0,0.0,0.0,0.0
432,l,0.091,0.091,0.818,0.0,0.0,0.0,0.0,0.0
433,l,0.164,0.127,0.709,0.0,0.0,0.0,0.0,0.0
434,l,0.055,0.0,0.927,0.0,0.0,0.0,0.0,0.0
435,m,0.6,0.0,0.418,0.0,0.0,0.0,0.0,0.0
436,m,0.636,0.055,0.345,0.0,0.0,0.0,0.0,0.0
437,m,0.818,0.055,0.127,0.0,0.0,0.0,0.0,0.0
438,m,0.891,0.0,0.055,0.0,0.0,0.0,0.0,0.0
439,m,0.927,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440,m,0.964,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,m,0.927,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442,m,0.855,0.0,0.127,0.0,0.0,0.0,0.0,0.0
443,m,0.709,0.0,0.273,0.0,0.0,0.0,0.0,0.0
444,l,0.236,0.0,0.745,0.0,0.0,0.0,0.0,0.0
445,l,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
446,l,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
447,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
448,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451,m,0.127,0.0,0.891,0.0,0.0,0.0,0.0,0.0
452,l,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
453,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
455,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
456,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
457,m,0.964,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458,l,0.0,0.0,0.964,0.0,0.0,0.0,0.0,0.0
459,l,0.0,0.0,0.964,0.0,0.0,0.0,0.0,0.0
460,m,0.818,0.0,0.164,0.0,0.0,0.0,0.0,0.0
461,l,0.855,0.055,0.091,0.0,0.0,0.0,0.0,0.0
462,m,0.709,0.091,0.2,0.0,0.0,0.0,0.0,0.0
463,m,0.927,0.0,0.055,0.0,0.0,0.0,0.0,0.0
464,m,0.891,0.0,0.091,0.0,0.0,0.0,0.0,0.0
465,l,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
466,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468,l,0.927,0.0,0.055,0.0,0.0,0.0,0.0,0.0
469,m,0.964,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470,m,0.964,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471,m,0.927,0.0,0.055,0.0,0.0,0.0,0.0,0.0
472,m,0.855,0.0,0.127,0.0,0.0,0.0,0.0,0.0
473,m,0.745,0.091,0.164,0.0,0.0,0.0,0.0,0.0
474,l,0.0,0.091,0.891,0.0,0.0,0.0,0.0,0.0
475,m,0.345,0.127,0.527,0.0,0.0,0.0,0.0,0.0
476,m,0.418,0.0,0.564,0.0,0.0,0.0,0.0,0.0
477,l,0.127,0.0,0.855,0.0,0.0,0.0,0.0,0.0
478,m,0.818,0.0,0.164,0.0,0.0,0.0,0.0,0.0
479,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
481,r,0.309,0.164,0.491,0.0,0.0,0.0,0.0,0.0
482,r,0.055,0.964,0.0,0.0,0.0,0.0,0.0,0.0
483,m,0.964,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,m,0.964,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,m,0.964,0.0,0.055,0.0,0.0,0.0,0.0,0.0
486,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490,m,0.891,0.091,0.0,0.0,0.0,0.0,0.0,0.0
491,r,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
492,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
493,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
496,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
497,r,0.055,0.927,0.0,0.0,0.0,0.0,0.0,0.0
498,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,r,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
501,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
502,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
503,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
505,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
506,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
507,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
508,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510,m,0.964,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511,m,0.709,0.0,0.309,0.0,0.0,0.0,0.0,0.0
512,l,0.491,0.0,0.491,0.0,0.0,0.0,0.0,0.0
513,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
515,r,0.0,0.964,0.0,0.0,0.0,0.0,0.0,0.0
516,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
518,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
520,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
521,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
522,m,0.964,0.0,0.055,0.0,0.0,0.0,0.0,0.0
523,m,0.673,0.0,0.345,0.0,0.0,0.0,0.0,0.0
524,m,0.673,0.0,0.345,0.0,0.0,0.0,0.0,0.0
525,l,0.345,0.0,0.636,0.0,0.0,0.0,0.0,0.0
526,l,0.418,0.0,0.564,0.0,0.0,0.0,0.0,0.0
527,m,0.6,0.0,0.382,0.0,0.0,0.0,0.0,0.0
528,m,0.964,0.0,0.0,0.0,0.0,0.0,0.0,0.0
529,l,0.818,0.0,0.127,0.0,0.0,0.0,0.0,0.0
530,m,0.964,0.0,0.0,0.0,0.0,0.0,0.0,0.0
531,m,0.927,0.0,0.055,0.0,0.0,0.0,0.0,0.0
532,m,0.891,0.0,0.091,0.0,0.0,0.0,0.0,0.0
533,m,0.818,0.0,0.164,0.0,0.0,0.0,0.0,0.0
534,m,0.782,0.0,0.2,0.0,0.0,0.0,0.0,0.0
535,m,0.818,0.0,0.2,0.0,0.0,0.0,0.0,0.0
536,l,0.891,0.0,0.127,0.0,0.0,0.0,0.0,0.0
537,b,0.927,0.0,0.055,0.0,0.0,0.0,0.0,0.0
538,r,0.0,0.964,0.0,0.0,0.0,0.0,0.0,0.0
539,l,0.673,0.164,0.164,0.0,0.0,0.0,0.0,0.0
540,l,0.418,0.091,0.491,0.0,0.0,0.0,0.0,0.0
541,m,0.891,0.055,0.055,0.0,0.0,0.0,0.0,0.0
542,m,0.964,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543,r,0.091,0.818,0.091,0.0,0.0,0.0,0.0,0.0
544,r,0.055,0.964,0.0,0.0,0.0,0.0,0.0,0.0
545,r,0.855,0.055,0.055,0.0,0.0,0.0,0.0,0.0
546,r,0.109,0.709,0.127,0.0,0.0,0.0,0.0,0.0
547,r,0.055,0.964,0.0,0.0,0.0,0.0,0.0,0.0
548,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
551,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
553,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
554,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
555,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
556,m,0.964,0.055,0.0,0.0,0.0,0.0,0.0,0.0
557,m,0.855,0.164,0.0,0.0,0.0,0.0,0.0,0.0
558,r,0.709,0.273,0.0,0.0,0.0,0.0,0.0,0.0
559,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
560,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
561,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
562,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
563,m,0.6,0.0,0.382,0.0,0.0,0.0,0.0,0.0
564,m,0.2,0.0,0.818,0.0,0.0,0.0,0.0,0.0
565,l,0.127,0.0,0.891,0.0,0.0,0.0,0.0,0.0
566,m,0.673,0.055,0.273,0.0,0.0,0.0,0.0,0.0
567,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
568,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
569,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
570,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
571,m,0.927,0.091,0.0,0.0,0.0,0.0,0.0,0.0
572,r,0.055,0.927,0.0,0.0,0.0,0.0,0.0,0.0
573,r,0.345,0.673,0.0,0.0,0.0,0.0,0.0,0.0
574,m,0.818,0.055,0.127,0.0,0.0,0.0,0.0,0.0
575,m,0.927,0.0,0.055,0.0,0.0,0.0,0.0,0.0
576,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
577,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
578,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
579,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
580,m,0.855,0.164,0.0,0.0,0.0,0.0,0.0,0.0
581,r,0.273,0.636,0.055,0.0,0.0,0.0,0.0,0.0
582,m,0.818,0.164,0.0,0.0,0.0,0.0,0.0,0.0
583,r,0.636,0.273,0.127,0.0,0.0,0.0,0.0,0.0
584,m,0.709,0.2,0.091,0.0,0.0,0.0,0.0,0.0
585,m,0.964,0.0,0.055,0.0,0.0,0.0,0.0,0.0
586,m,0.964,0.0,0.0,0.0,0.0,0.0,0.0,0.0
587,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
588,l,0.891,0.0,0.091,0.0,0.0,0.0,0.0,0.0
589,m,0.491,0.055,0.455,0.0,0.0,0.0,0.0,0.0
590,m,0.927,0.0,0.055,0.0,0.0,0.0,0.0,0.0
591,m,0.891,0.0,0.091,0.0,0.0,0.0,0.0,0.0
592,m,0.964,0.0,0.0,0.0,0.0,0.0,0.0,0.0
593,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
594,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
596,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
597,m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
598,l,0.0,0.0,0.964,0.0,0.0,0.0,0.0,0.0
599,r,0.0,0.055,0.927,0.0,0.0,0.0,0.0,0.0
